genus,species,Temperature,Moisture,Frequency,Severity,Group,mass,NOTE
Lygeum,Lygeum spartum,8.799375987,1.897462709,1.4261,0.51695,High stress - High disturbance,70.0428, 
Lysimachia,Lysimachia tenella,4.950041545,7.248387329,1.65422,0.31142,High stress - Low disturbance,0.115961538, 
Lysimachia,Lysimachia maritima,4.288236421,5.80860351,2.29013,0.49296,Low stress - High disturbance,0.384493092, 
Lysimachia,Lysimachia arvensis,4.722599037,3.974220259,1.92919,0.75023,Low stress - High disturbance,0.489666667, 
Lysimachia,Lysimachia vulgaris,4.04300089,6.608011051,1.48712,0.33607,High stress - Low disturbance,0.2621, 
Lysimachia,Lysimachia punctata,4.715405673,5.38223981,1.38147,0.25709,Low stress - Low disturbance,0.3285, 
Lythrum,Lythrum portula,4.640079395,6.459861719,1.81806,0.58459,High stress - High disturbance,0.038057143, 
Lythrum,Lythrum salicaria,4.06720886,6.728866642,1.59304,0.36952,High stress - Low disturbance,0.107981905, 
Lythrum,Lythrum hyssopifolia,5.354341266,6.1127511,1.88715,0.63635,High stress - High disturbance,0.199385714, 
Macrochloa,Macrochloa tenacissima,8.050841051,1.578800135,1.49026,0.34062,High stress - Low disturbance,3.535174641, 
Maianthemum,Maianthemum bifolium,3.634045845,4.574952327,1.30162,0.12873,Low stress - Low disturbance,10.95216667, 
Malus,Malus sylvestris,4.246289902,4.427646861,1.32509,0.14713,Low stress - Low disturbance,23.0319025, 
Malva,Malva neglecta,4.518946341,3.941184525,2.04931,0.81677,Low stress - High disturbance,2.313111111, 
Malva,Malva multiflora,6.423732127,3.300978138,1.97484,0.82377,High stress - High disturbance,8.188618182, 
Malva,Malva arborea,6.676151752,3.765632996,1.3127,0.6622,High stress - High disturbance,11.0301, 
Malva,Malva moschata,4.530951506,3.458718045,2.02272,0.49984,Low stress - High disturbance,2.057266667, 
Malva,Malva sylvestris,4.832895736,3.590877056,1.89172,0.79007,Low stress - High disturbance,4.194106667, 
Marcus-kochia,Marcus-kochia ramosissima,8.204045314,0.954776916,1.88255,0.3877,High stress - High disturbance,0.092666667, 
Marcus-kochia,Marcus-kochia littorea,7.182316191,3.132446479,2.06134,0.36585,High stress - High disturbance,0.1338, 
Matricaria,Matricaria discoidea,4.017527687,4.446661455,2.23861,0.75467,Low stress - High disturbance,0.113644458, 
Matthiola,Matthiola incana,7.064128213,2.99828099,0.85787,0.35364,High stress - Low disturbance,1.53288, 
Medicago,Medicago arborea,7.757299255,2.928791939,1.10919,0.27692,High stress - Low disturbance,7.91, 
Medicago,Medicago minima,5.45157176,2.499125102,1.96756,0.5758,High stress - High disturbance,1.02508, 
Medicago,Medicago littoralis,7.156839563,2.024755754,1.5972,0.50766,High stress - High disturbance,2.592, 
Medicago,Medicago lupulina,4.445410535,3.633555792,1.94534,0.56055,Low stress - High disturbance,2.22646624, 
Medicago,Medicago polymorpha,6.159385688,2.706751762,1.98761,0.75297,High stress - High disturbance,3.379436922, 
Medicago,Medicago monspeliaca,6.266014436,1.945917233,2.057,0.6589,High stress - High disturbance,0.4704, 
Medicago,Medicago scutellata,6.638872114,3.613142649,2.16853,0.83784,High stress - High disturbance,19.11428571, 
Medicago,Medicago arabica,5.757018989,3.347680167,2.03282,0.65494,Low stress - High disturbance,2.471336842, 
Medicago,Medicago orbicularis,6.453355279,2.22242471,1.998,0.73698,High stress - High disturbance,4.670909091, 
Medicago,Medicago rigidula,6.254273373,1.8020027,2.13789,0.69397,High stress - High disturbance,3.611428571, 
Medicago,Medicago marina,6.552444883,3.165509644,2.0264,0.40384,High stress - High disturbance,4.28, 
Medicago,Medicago truncatula,6.934067678,2.306208348,2.10526,0.75714,High stress - High disturbance,4.02, 
Medicago,Medicago murex,6.686058303,4.23629963,2.02836,0.67955,High stress - High disturbance,18.335, 
Melampyrum,Melampyrum pratense,3.851628731,4.263682508,1.30392,0.13566,Low stress - Low disturbance,5.377652941, 
Melica,Melica ciliata,5.46272512,2.379655552,1.56537,0.38239,High stress - Low disturbance,0.603673874, 
Melica,Melica nutans,4.003618621,4.08110114,1.29214,0.14074,Low stress - Low disturbance,2.259, 
Melica,Melica uniflora,4.247226067,4.423937249,1.30342,0.1202,Low stress - Low disturbance,2.792983333, 
Melilotus,Melilotus indicus,5.693228535,3.888874362,1.85012,0.68667,Low stress - High disturbance,2.053277778, 
Melilotus,Melilotus sulcatus,7.003046407,3.138545014,2.1132,0.77637,High stress - High disturbance,3.59, 
Melilotus,Melilotus infestus,7.306067971,2.58975947,2.305,0.91364,High stress - High disturbance,7.174, 
Melilotus,Melilotus officinalis,4.469405947,3.335759988,1.73606,0.65088,Low stress - High disturbance,2.155681251, 
Melilotus,Melilotus albus,4.543726853,3.423586297,1.6797,0.66289,Low stress - High disturbance,1.98915625, 
Melissa,Melissa officinalis,5.6988726,4.167494071,1.47934,0.36373,Low stress - Low disturbance,0.7, 
Mentha,Mentha longifolia,4.085863078,6.338117456,1.42746,0.48771,High stress - High disturbance,0.057617714, 
Mentha,Mentha suaveolens,5.652696596,6.12471457,1.72118,0.47602,High stress - High disturbance,0.0475375, 
Mentha,Mentha pulegium,5.301232026,5.984540441,2.01065,0.49925,Low stress - High disturbance,0.071154286, 
Mentha,Mentha aquatica,4.404058457,7.260105724,1.68217,0.33995,High stress - High disturbance,0.111538889, 
Mercurialis,Mercurialis perennis,4.15207741,4.886619348,1.29468,0.1459,Low stress - Low disturbance,5.665, 
Mibora,Mibora minima,6.3973455,2.529586041,2.1799,0.42895,High stress - High disturbance,0.104069722, 
Micranthes,Micranthes stellaris,1.299001669,6.952456542,1.49219,0.23781,High stress - Low disturbance,0.03736, 
Micranthes,Micranthes nivalis,1.62529755,5.377340702,1.54516,0.255,High stress - Low disturbance,0.04, 
Milium,Milium effusum,3.840027129,4.84015292,1.31944,0.15442,Low stress - Low disturbance,1.142285714, 
Misopates,Misopates orontium,5.732467791,4.189110334,1.82471,0.68413,Low stress - High disturbance,0.126372, 
Moehringia,Moehringia trinervia,3.9021382,4.642532295,1.32714,0.17838,Low stress - Low disturbance,0.185733333, 
Moenchia,Moenchia erecta,5.654908859,2.129341705,2.16134,0.44836,High stress - High disturbance,0.078100147, 
Molinia,Molinia caerulea,4.015660317,6.019452288,1.41563,0.24961,High stress - Low disturbance,0.796019048, 
Montia,Montia fontana,3.695468624,6.99228509,1.615795,0.40955,High stress - Low disturbance,0.268272727, 
Muscari,Muscari neglectum,5.479124784,3.147554009,1.75419,0.41884,Low stress - High disturbance,4.74335, 
Myosotis,Myosotis alpestris,1.462447474,4.144259721,1.4496,0.28935,High stress - Low disturbance,0.65985, 
Myosotis,Myosotis discolor,5.033713022,3.28535684,1.93068,0.50096,Low stress - High disturbance,0.20208375, 
Myosotis,Myosotis ramosissima,4.856186704,2.450495471,1.67002,0.44835,High stress - High disturbance,0.234, 
Myosotis,Myosotis scorpioides,3.86157278,6.838232191,1.70181,0.41866,High stress - High disturbance,0.304075, 
Myosotis,Myosotis sylvatica,3.613508341,4.766497785,1.27952,0.20956,Low stress - Low disturbance,0.626583333, 
Myosotis,Myosotis arvensis,3.871965266,3.924159085,1.95508,0.73051,Low stress - High disturbance,0.3717, 
Myrica,Myrica gale,4.442895264,7.396194398,1.26738,0.14498,High stress - Low disturbance,1.434436437, 
Myricaria,Myricaria germanica,3.398052067,6.021714931,1.60553,0.43509,High stress - High disturbance,0.059016667, 
Myriophyllum,Myriophyllum alterniflorum,3.600851921,8.850844801,1.75569,0.31141,High stress - High disturbance,0.6116, 
Myrtus,Myrtus communis,7.489489404,4.001035107,1.33248,0.24378,High stress - Low disturbance,8.3683, 
Najas,Najas marina,5.06725376,9.068062891,1.60004,0.25426,High stress - Low disturbance,4.213333333, 
Narcissus,Narcissus pseudonarcissus,3.695814345,4.732263446,1.54443,0.3088,Low stress - Low disturbance,5.19005, 
Nardus,Nardus stricta,2.948293788,4.767993593,1.64011,0.35948,High stress - Low disturbance,0.368295455, 
Narthecium,Narthecium ossifragum,3.085017298,7.327952171,1.35671,0.14767,High stress - Low disturbance,0.092051429, 
Nasturtium,Nasturtium officinale,4.188811105,8.146003566,1.68486,0.2792,High stress - High disturbance,0.23173913, 
Nasturtium,Nasturtium microphyllum,3.969169311,8.289814888,1.74922,0.28159,High stress - High disturbance,0.122666667, 
Nigella,Nigella arvensis,5.837177309,2.831792607,1.89022,0.60078,High stress - High disturbance,1.6, 
Nigella,Nigella damascena,6.686646615,3.200719642,1.80281,0.68339,High stress - High disturbance,2.188428571, 
Noccaea,Noccaea alpestris,1.73620587,4.493549253,1.09594,0.28367,High stress - Low disturbance,0.301666667, 
Noccaea,Noccaea caerulescens,3.263394011,4.225390151,1.546085,0.384175,Low stress - Low disturbance,0.3617325, 
Notobasis,Notobasis syriaca,8.077757796,2.899382007,1.86604,0.8026,High stress - High disturbance,32, 
Nuphar,Nuphar lutea,4.339118533,8.837383667,1.59632,0.27134,High stress - Low disturbance,25.17233333, 
Nymphaea,Nymphaea alba,4.85918492,8.928492938,1.56513,0.27412,High stress - Low disturbance,1.94, 
Odontarrhena,Odontarrhena bertolonii,5.510113286,1.772268193,1.44892,0.31286,High stress - Low disturbance,1.25, 
Oenanthe,Oenanthe fistulosa,5.492355205,7.41506579,2.03485,0.42466,High stress - High disturbance,4.744872727, 
Oenanthe,Oenanthe aquatica,4.389016827,8.113041466,1.71826,0.36884,High stress - High disturbance,2.33005, 
Oenanthe,Oenanthe pimpinelloides,6.223388322,5.051189023,1.38999,0.23886,High stress - Low disturbance,2.141428571, 
Oenanthe,Oenanthe crocata,5.56308785,7.050209922,1.5956,0.3409,High stress - Low disturbance,3.403333333, 
Oenothera,Oenothera glazioviana,5.271580965,3.195122227,1.66595,0.60638,Low stress - High disturbance,0.573957895, 
Oenothera,Oenothera biennis,5.105825145,3.561191699,1.85562,0.563545,Low stress - High disturbance,0.467534865, 
Oloptum,Oloptum miliaceum,7.154222115,3.025569135,1.49578,0.45283,High stress - High disturbance,0.602, 
Omalotheca,Omalotheca sylvatica,3.756604288,4.291664353,1.65534,0.42231,Low stress - High disturbance,0.040352941, 
Omalotheca,Omalotheca supina,1.185239449,5.632256775,1.6937,0.24425,High stress - High disturbance,0.086729412, 
Onobrychis,Onobrychis caput-galli,7.38305635,2.716677396,1.94191,0.60852,High stress - High disturbance,17.0944, 
Onobrychis,Onobrychis montana,2.088406377,3.122804585,1.80737,0.38222,High stress - High disturbance,11.5676, 
Onobrychis,Onobrychis alba,4.907571794,1.942229229,1.93392,0.41078,High stress - High disturbance,9.3356, 
Onobrychis,Onobrychis viciifolia,5.077830102,3.190068965,1.9133,0.4906,Low stress - High disturbance,17.60139743, 
Ononis,Ononis spinosa,4.843374713,3.486368789,1.84208,0.48763,Low stress - High disturbance,4.465628704, 
Ononis,Ononis reclinata,6.296075719,1.81062605,1.73729,0.55451,High stress - High disturbance,0.753777778, 
Ononis,Ononis natrix,6.396655124,2.747412807,1.69867,0.39417,High stress - High disturbance,3.132955556, 
Onopordum,Onopordum acanthium,5.096539158,3.30244674,1.79799,0.77101,Low stress - High disturbance,8.016666667, 
Ophrys,Ophrys insectifera,4.281780011,3.84913099,1.57211,0.3864,Low stress - Low disturbance,0.0017,genus imputed
Ophrys,Ophrys apifera,5.147135191,3.795674568,1.79371,0.46391,Low stress - High disturbance,0.0017,genus imputed
Orchis,Orchis mascula,4.273301366,4.142482607,1.55173,0.31857,Low stress - Low disturbance,0.0012, 
Oreojuncus,Oreojuncus trifidus,1.283898554,3.716614942,1.33549,0.27615,High stress - Low disturbance,0.13988125, 
Origanum,Origanum microphyllum,6.423360141,2.843595323,1.58161,0.28857,High stress - Low disturbance,0.301776623,genus imputed
Origanum,Origanum vulgare,4.520311514,3.280052017,1.51076,0.34896,Low stress - Low disturbance,0.102436364, 
Origanum,Origanum onites,8.056539357,2.922773625,1.41801,0.32154,High stress - Low disturbance,0.301776623,genus imputed
Orlaya,Orlaya grandiflora,5.496028506,2.474685614,1.79354,0.49108,High stress - High disturbance,33.61975, 
Ornithopus,Ornithopus compressus,6.664763147,2.665159735,1.90404,0.47911,High stress - High disturbance,2.850852222, 
Ornithopus,Ornithopus pinnatus,6.423732127,3.00539195,2.05363,0.43878,High stress - High disturbance,1.333333333, 
Ornithopus,Ornithopus perpusillus,4.863194946,2.886418255,2.15757,0.42705,High stress - High disturbance,1.89, 
Orobanche,Orobanche alba,4.769156232,3.250785449,1.78702,0.41277,Low stress - High disturbance,0.0045, 
Oxybasis,Oxybasis glauca,4.644714626,5.050469026,2.01744,0.80353,Low stress - High disturbance,0.19196, 
Oxybasis,Oxybasis rubra,4.319542194,5.119785811,1.93721,0.76767,Low stress - High disturbance,0.150197929, 
Oxyria,Oxyria digyna,1.206941534,5.044821259,1.51182,0.30181,High stress - Low disturbance,0.6812, 
Oxytropis,Oxytropis campestris,1.489645083,3.507051338,1.65438,0.315,High stress - Low disturbance,2.19292, 
Oxytropis,Oxytropis pilosa,5.099964234,1.995003589,1.83576,0.46078,High stress - High disturbance,1.23, 
Pallenis,Pallenis spinosa,6.755194646,2.300503322,1.64192,0.61598,High stress - High disturbance,0.94495, 
Pancratium,Pancratium maritimum,7.158164848,2.416494787,1.75202,0.38799,High stress - High disturbance,45.2, 
Papaver,Papaver alpinum,0.909600156,4.306797227,1.379485,0.386145,High stress - Low disturbance,0.1787, 
Papaver,Papaver dubium,4.858821297,3.40523251,2.00127,0.76785,Low stress - High disturbance,0.126525712, 
Papaver,Papaver rhoeas,5.077742859,3.863518314,1.9998,0.8207,Low stress - High disturbance,0.146026667, 
Parapholis,Parapholis incurva,5.995474993,4.172313349,1.196,0.51011,Low stress - High disturbance,4.495, 
Parapholis,Parapholis strigosa,4.543295183,5.511012882,1.82686,0.49481,Low stress - High disturbance,0.470971429, 
Paris,Paris quadrifolia,3.935479917,5.189133405,1.29304,0.15585,Low stress - Low disturbance,4.665306667, 
Parnassia,Parnassia palustris,3.107010526,6.507047003,1.50721,0.2787,High stress - Low disturbance,0.032899048, 
Pastinaca,Pastinaca sativa,4.6717059,4.064637022,1.83895,0.55876,Low stress - High disturbance,3.581992857, 
Pentanema,Pentanema salicinum,4.296694641,4.592518339,1.67704,0.37944,Low stress - High disturbance,0.3185625, 
Pentanema,Pentanema ensifolium,5.233686531,2.755826799,1.66561,0.36717,High stress - Low disturbance,0.53, 
Periploca,Periploca graeca,6.716939994,5.401477018,1.48187,0.31644,High stress - Low disturbance,11.4032, 
Persicaria,Persicaria hydropiper,4.272725641,6.646798988,1.76381,0.52962,High stress - High disturbance,1.988068479, 
Persicaria,Persicaria lapathifolia,4.65492031,5.923989926,1.85998,0.76557,Low stress - High disturbance,1.627688889, 
Persicaria,Persicaria maculosa,4.329795493,5.02973532,1.88799,0.72487,Low stress - High disturbance,1.726020904, 
Persicaria,Persicaria minor,4.552296663,6.265701292,1.70295,0.56366,High stress - High disturbance,0.90248, 
Petromarula,Petromarula pinnata,7.460044728,3.66453342,1.37425,0.39559,High stress - Low disturbance,NA,not found
Petrosedum,Petrosedum rupestre,4.333576942,2.188201106,1.59513,0.3806,High stress - Low disturbance,0.0479, 
Petrosedum,Petrosedum forsterianum,5.239053224,2.689860617,1.38724,0.27302,High stress - Low disturbance,0.026685714, 
Petrosedum,Petrosedum sediforme,6.819002437,1.94483685,1.43105,0.37744,High stress - Low disturbance,0.062333333, 
Peucedanum,Peucedanum officinale,5.089366863,3.347414154,1.40621,0.229815,Low stress - Low disturbance,5.252988889, 
Phagnalon,Phagnalon sordidum,6.964364772,1.647590486,1.01204,0.331,High stress - Low disturbance,0.05, 
Phagnalon,Phagnalon saxatile,6.584122339,2.272522725,1.38331,0.40448,High stress - Low disturbance,0.03585, 
Phalaris,Phalaris minor,6.260187505,3.679241632,2.17416,0.79107,High stress - High disturbance,1.460114286, 
Phalaris,Phalaris coerulescens,6.295261482,4.35510677,1.52973,0.63534,High stress - High disturbance,8.6, 
Phalaris,Phalaris paradoxa,6.485079007,3.946361132,2.05357,0.85278,High stress - High disturbance,1.36, 
Phalaris,Phalaris arundinacea,4.152824209,6.792398576,1.58482,0.39327,High stress - Low disturbance,0.653988872, 
Phillyrea,Phillyrea angustifolia,7.060156712,2.514839145,1.35729,0.21744,High stress - Low disturbance,17.10222222, 
Phillyrea,Phillyrea latifolia,6.779874245,2.854801776,1.31468,0.17749,High stress - Low disturbance,17.71933333, 
Phleum,Phleum alpinum,1.996865916,4.65330053,1.62845,0.32325,High stress - Low disturbance,0.381739274, 
Phleum,Phleum phleoides,4.591584257,2.797376321,1.81616,0.44266,High stress - High disturbance,0.14455, 
Phleum,Phleum arenarium,4.729744951,2.392033614,1.76587,0.36647,High stress - High disturbance,0.186945455, 
Phleum,Phleum subulatum,6.561520878,3.116305273,1.61311,0.56343,High stress - High disturbance,0.22145881,genus imputed
Phleum,Phleum montanum,5.165573726,3.388766236,1.69033,0.37361,Low stress - High disturbance,0.1188, 
Phleum,Phleum pratense,3.997943133,4.453689871,1.9259,0.486805,Low stress - High disturbance,0.403566228, 
Phleum,Phleum exaratum,6.100883122,2.307931758,2.06723,0.67778,High stress - High disturbance,0.242533333, 
Phlomis,Phlomis cretica,6.423360141,2.843595323,1.78661,0.37414,High stress - High disturbance,23.8, 
Phoenix,Phoenix theophrasti,8.496729316,6.12734771,1.74861,0.29259,High stress - High disturbance,507.7877333,genus imputed
Phragmites,Phragmites australis,4.304147843,7.4768798,1.59722,0.32877,High stress - Low disturbance,0.503933333, 
Physospermum,Physospermum cornubiense,5.099290119,4.193891815,1.3177,0.12203,Low stress - Low disturbance,7.213222222, 
Phyteuma,Phyteuma sieberi,1.229259623,2.831760923,1.21006,0.25659,High stress - Low disturbance,0.094130119,genus imputed
Phyteuma,Phyteuma hemisphaericum,1.454706227,4.017497056,1.46777,0.28508,High stress - Low disturbance,0.101, 
Phyteuma,Phyteuma spicatum,3.941525043,4.5623898,1.31717,0.16193,Low stress - Low disturbance,0.152591667, 
Phyteuma,Phyteuma orbiculare,3.065729801,4.179487691,1.525515,0.38903,Low stress - Low disturbance,0.1835, 
Picnomon,Picnomon acarna,6.845767711,2.654818334,1.71846,0.61818,High stress - High disturbance,9.264, 
Picris,Picris hieracioides,4.327777629,3.391789883,1.66453,0.52389,Low stress - High disturbance,1.058352381, 
Pilosella,Pilosella peleteriana,4.627084144,2.860728354,1.75343,0.36742,High stress - High disturbance,0.140266667, 
Pilosella,Pilosella echioides,4.941189306,2.28347741,1.85966,0.44624,High stress - High disturbance,0.27278082,genus imputed
Pilosella,Pilosella officinarum,3.897209535,3.39426682,1.79764,0.40701,Low stress - High disturbance,0.163563158, 
Pimpinella,Pimpinella saxifraga,3.988021349,3.520199436,1.567443333,0.38362,Low stress - Low disturbance,1.154545455, 
Pimpinella,Pimpinella major,3.91210104,4.64809958,1.70274,0.42542,Low stress - High disturbance,1.976985263, 
Pinguicula,Pinguicula lusitanica,5.229388195,7.037825146,1.46462,0.16667,High stress - Low disturbance,0.0192, 
Pinguicula,Pinguicula leptoceras,2.180732715,6.940524604,1.36412,0.19851,High stress - Low disturbance,2.979316,genus imputed
Plantago,Plantago atrata,2.121922395,4.432165796,1.83778,0.36166,High stress - High disturbance,2.556266667, 
Plantago,Plantago afra,6.295261482,2.306208348,2.0205,0.67318,High stress - High disturbance,1.202622222, 
Plantago,Plantago albicans,8.229405801,1.517595819,1.59682,0.5,High stress - High disturbance,1.031877725, 
Plantago,Plantago lanceolata,4.371901521,4.094346497,2.05509,0.5113,Low stress - High disturbance,1.473926126, 
Plantago,Plantago coronopus,5.530497089,5.181212874,1.360365,0.435795,Low stress - High disturbance,0.188888235, 
Plantago,Plantago maritima,4.214573135,5.335373024,2.17347,0.47625,Low stress - High disturbance,0.865083333, 
Plantago,Plantago alpina,1.959519966,4.326915447,1.83263,0.30832,High stress - High disturbance,0.758, 
Plantago,Plantago sempervirens,5.527123851,2.806725405,1.69667,0.52693,High stress - High disturbance,1.626, 
Plantago,Plantago major,4.399142341,4.561442121,2.00883,0.61738,Low stress - High disturbance,0.359162276, 
Plantago,Plantago lagopus,7.302372188,2.591709702,1.81042,0.67261,High stress - High disturbance,0.3445, 
Plantago,Plantago media,4.188170742,3.683452504,1.975,0.48742,Low stress - High disturbance,0.348489076, 
Plantago,Plantago crassifolia,7.193238825,5.583067096,1.68816,0.3584,High stress - High disturbance,0.3555, 
Polemonium,Polemonium caeruleum,2.794355059,5.754636706,1.4571,0.43375,High stress - High disturbance,1.00492, 
Polycarpon,Polycarpon tetraphyllum,6.141245937,2.843012206,1.84673,0.68054,High stress - High disturbance,0.040125556, 
Polycnemum,Polycnemum majus,5.286212855,3.072909318,2.1373,0.68293,Low stress - High disturbance,0.5428, 
Polycnemum,Polycnemum arvense,5.244126324,2.739084263,1.75425,0.64269,High stress - High disturbance,0.388, 
Polygala,Polygala vulgaris,3.929404454,4.183853697,1.83041,0.44277,Low stress - High disturbance,1.74342, 
Polygonum,Polygonum aviculare,4.561570985,4.190981143,2.08419,0.75048,Low stress - High disturbance,1.396633333, 
Polypogon,Polypogon viridis,5.878485331,5.939964133,1.6453,0.41148,Low stress - Low disturbance,0.088666667, 
Polypogon,Polypogon monspeliensis,6.411297603,6.366821083,1.80904,0.45613,High stress - High disturbance,0.542428571, 
Populus,Populus nigra,4.934416705,6.107806065,1.57923,0.40968,High stress - Low disturbance,0.808333333, 
Populus,Populus tremula,3.794211987,4.553236009,1.36125,0.177,Low stress - Low disturbance,0.107271925, 
Portulaca,Portulaca oleracea,5.765386188,3.485893625,2.0591,0.82045,Low stress - High disturbance,0.179831236, 
Potamogeton,Potamogeton polygonifolius,4.485293351,8.397328811,1.4413,0.17186,High stress - Low disturbance,1.178383333, 
Potamogeton,Potamogeton alpinus,2.928605623,9.078531658,1.68841,0.32114,High stress - High disturbance,2.197925, 
Potentilla,Potentilla anglica,4.156020564,4.800285165,1.85543,0.44809,Low stress - High disturbance,0.588114286, 
Potentilla,Potentilla recta,5.224927353,2.685702008,1.82158,0.4889,High stress - High disturbance,0.2771, 
Potentilla,Potentilla aurea,1.731019678,4.14296657,1.33353,0.30137,High stress - Low disturbance,0.34, 
Potentilla,Potentilla grandiflora,2.909559163,2.958354703,1.79068,0.32774,High stress - High disturbance,0.244, 
Potentilla,Potentilla sterilis,4.14738031,4.326005673,1.3634,0.17932,Low stress - Low disturbance,0.518, 
Potentilla,Potentilla erecta,3.460988857,5.23657648,1.58168,0.34892,Low stress - Low disturbance,0.398, 
Primula,Primula farinosa,2.670571281,6.308121629,1.84521,0.23053,High stress - High disturbance,0.075928571, 
Primula,Primula elatior,3.853174049,4.989989187,1.33487,0.2533,Low stress - Low disturbance,0.76232549, 
Primula,Primula veris,4.269020512,3.776005547,1.56589,0.33675,Low stress - Low disturbance,0.841004167, 
Primula,Primula minima,1.123913181,4.539246587,1.51047,0.26362,High stress - Low disturbance,0.1376, 
Primula,Primula integrifolia,0.546321679,5.013116095,1.49084,0.26941,High stress - Low disturbance,0.328675161,genus imputed
Primula,Primula auricula,2.623914545,4.166920174,1.19828,0.23842,High stress - Low disturbance,0.247546154, 
Prunella,Prunella vulgaris,4.145097407,4.862085348,1.87015,0.45097,Low stress - High disturbance,0.792181206, 
Prunus,Prunus avium,4.568815512,4.561267983,1.390715,0.255785,Low stress - Low disturbance,915.7624626, 
Prunus,Prunus serotina,5.193473841,4.400909853,1.31072,0.18157,Low stress - Low disturbance,114.71385, 
Prunus,Prunus spinosa,4.350810316,3.642344537,1.33333,0.21501,Low stress - Low disturbance,154.4407642, 
Pseudodictamnus,Pseudodictamnus acetabulosus,7.978387022,2.843595323,1.56826,0.25538,High stress - Low disturbance,1.2, 
Pseudoturritis,Pseudoturritis turrita,5.206155571,3.338467785,1.29642,0.15186,Low stress - Low disturbance,0.566471111, 
Ptilostemon,Ptilostemon casabonae,6.748778028,2.949332798,1.37161,0.47174,High stress - High disturbance,8.148, 
Ptilostemon,Ptilostemon chamaepeuce,7.460044728,2.843595323,1.44912,0.46522,High stress - High disturbance,8.5828, 
Puccinellia,Puccinellia maritima,4.390825933,6.85123891,2.29571,0.51786,High stress - High disturbance,0.805019048, 
Puccinellia,Puccinellia fasciculata,5.256708285,5.147595688,2.24667,0.47391,Low stress - High disturbance,0.2175, 
Puccinellia,Puccinellia distans,4.775045748,5.075191204,2.16909,0.51794,Low stress - High disturbance,0.208883333, 
Pulicaria,Pulicaria vulgaris,5.033141816,6.099936703,2.036,0.64399,High stress - High disturbance,0.12705625, 
Pulicaria,Pulicaria dysenterica,4.850165064,5.842876111,1.68415,0.47583,Low stress - High disturbance,0.064625, 
Pulsatilla,Pulsatilla pratensis,4.766299588,2.73817332,1.81698,0.3892,High stress - High disturbance,1.911566667, 
Pulsatilla,Pulsatilla vernalis,2.696339793,3.752517765,1.58268,0.2913,High stress - Low disturbance,1.8966, 
Pulsatilla,Pulsatilla alpina,1.872380333,4.27887206,1.18325,0.27775,High stress - Low disturbance,4.79552, 
Pulsatilla,Pulsatilla vulgaris,4.657923907,2.506998624,1.8145,0.42784,High stress - High disturbance,2.850888676, 
Pyracantha,Pyracantha coccinea,5.923245662,3.866425619,1.3063,0.13477,Low stress - Low disturbance,22.55879917, 
Pyrola,Pyrola rotundifolia,3.143955607,5.056513824,0.98866,0.16101,Low stress - Low disturbance,2.545, 
Pyrola,Pyrola minor,3.123951778,4.780019465,1.12504,0.14537,Low stress - Low disturbance,0.001314286, 
Quercus,Quercus cerris,5.667443405,3.596950809,1.30448,0.11294,Low stress - Low disturbance,4000.513, 
Rabelera,Rabelera holostea,4.485843478,4.577030114,1.33458,0.149865,Low stress - Low disturbance,2.701061538, 
Radiola,Radiola linoides,5.120575627,5.686767252,1.92348,0.59822,Low stress - High disturbance,0.0343375, 
Ranunculus,Ranunculus aquatilis,4.438338166,8.82645215,1.74411,0.34346,High stress - High disturbance,0.9775, 
Ranunculus,Ranunculus flammula,3.899925776,7.217717604,1.80437,0.39604,High stress - High disturbance,0.487323077, 
Ranunculus,Ranunculus lateriflorus,5.428592821,6.37530129,1.93269,0.43962,High stress - High disturbance,0.5516, 
Ranunculus,Ranunculus bulbosus,4.591374704,3.414160028,1.92327,0.46149,Low stress - High disturbance,2.739413889, 
Ranunculus,Ranunculus neapolitanus,5.123698437,5.289211458,1.57097,0.4013,Low stress - Low disturbance,5.1612, 
Ranunculus,Ranunculus omiophyllus,4.824192182,8.145222184,1.64887,0.26327,High stress - Low disturbance,0.239333333, 
Ranunculus,Ranunculus lingua,4.097138425,8.083435614,1.53521,0.20821,High stress - Low disturbance,2.108093333, 
Ranunculus,Ranunculus montanus,2.36955095,4.611559741,1.23901,0.27744,High stress - Low disturbance,2.258571884,genus imputed
Ranunculus,Ranunculus peltatus,4.09866778,8.878622215,1.81166,0.30558,High stress - High disturbance,0.35585, 
Ranunculus,Ranunculus repens,3.718184306,6.024896627,1.80642,0.48641,High stress - High disturbance,2.114573333, 
Ranunculus,Ranunculus ophioglossifolius,6.176380891,7.106193219,1.99941,0.44325,High stress - High disturbance,0.436, 
Ranunculus,Ranunculus sceleratus,4.452960496,6.751400298,1.87054,0.46356,High stress - High disturbance,0.1696, 
Ranunculus,Ranunculus creticus,6.941702435,2.843595323,1.31319,0.5,High stress - High disturbance,2.258571884,genus imputed
Ranunculus,Ranunculus trichophyllus,4.027453143,8.79840184,1.72833,0.31303,High stress - High disturbance,0.863493333, 
Ranunculus,Ranunculus parviflorus,5.814559014,4.257646776,1.94622,0.66607,Low stress - High disturbance,2.316333333, 
Ranunculus,Ranunculus arvensis,5.298007646,3.744106062,2.05499,0.83639,Low stress - High disturbance,12.18345714, 
Ranunculus,Ranunculus sardous,4.83214794,6.218507096,2.11501,0.56509,High stress - High disturbance,1.3667, 
